Column1,Column2,Column3,Column4,Column5,Column6
,,,,,
"Statistical table extracted on February 12, 2026 (14:19:13)",,,,,
http://www.ine.pt,,,,,
,,,,,
,,,,,
,,,,,
Data reference period,Place of residence at Census date [2021] (NUTS - 2024),"Resident population (No.) by Place of residence at Census date [2021] (NUTS - 2024), Sex and Age -  Decennial",,,
,,Sex,,,
,,MF,M,F,
,,Age,,,
,,Total,,,
,,No. ,No. ,No. ,
,061122: União das freguesias de Ervedal e Vila Franca da Beira,1279,610,669,
,061123: União das freguesias de Lagos da Beira e Lajeosa,1127,548,579,
,061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços,5835,2794,3041,
,061125: União das freguesias de Penalva de Alva e São Sebastião da Feira,928,436,492,
,061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira,846,400,446,
,0612: Pampilhosa da Serra,4082,1903,2179,
,061201: Cabril,244,119,125,
,061202: Dornelas do Zêzere,667,298,369,
,061211: Fajão-Vidual,275,132,143,
,061204: Janeiro de Baixo,533,252,281,
,061206: Pampilhosa da Serra,1303,594,709,
,061207: Pessegueiro,187,90,97,
,061212: Portela do Fojo-Machio,452,223,229,
,061209: Unhais-o-Velho,421,195,226,
,0613: Penacova,13113,6167,6946,
,061301: Carvalho,677,315,362,
,061302: Figueira de Lorvão,2370,1132,1238,
,061304: Lorvão,3143,1487,1656,
,061307: Penacova,2824,1322,1502,
,061310: Sazes do Lorvão,713,336,377,
,061312: União das freguesias de Friúmes e Paradela,813,378,435,
,061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego,955,457,498,
,061314: União das freguesias de São Pedro de Alva e São Paio de Mondego,1618,740,878,
,0614: Penela,5440,2597,2843,
,061401: Cumeeira,857,408,449,
,061402: Espinhal,733,337,396,
,061403: Podentes,473,229,244,
,"061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal",3377,1623,1754,
,0615: Soure,17261,8167,9094,
,061501: Alfarelos,1269,608,661,
,061504: Figueiró do Campo,1288,610,678,
,061506: Granja do Ulmeiro,1699,774,925,
,061508: Samuel,1067,499,568,
,061509: Soure,7466,3566,3900,
,061510: Tapéus,326,151,175,
,061513: União das freguesias de Degracias e Pombalinho,1049,504,545,
,061514: União das freguesias de Gesteira e Brunhós,954,459,495,
,061511: Vila Nova de Anços,928,431,497,
,061512: Vinha da Rainha,1215,565,650,
,0616: Tábua,11160,5286,5874,
,061602: Candosa,531,252,279,
,061603: Carapinha,366,177,189,
,061608: Midões,1574,737,837,
,061609: Mouronho,755,381,374,
,061611: Póvoa de Midões,500,236,264,
,061612: São João da Boa Vista,393,200,193,
,061614: Tábua,3681,1679,2002,
,061616: União das freguesias de Ázere e Covelo,826,402,424,
,061617: União das freguesias de Covas e Vila Nova de Oliveirinha,1232,591,641,
,061618: União das freguesias de Espariz e Sinde,859,422,437,
,061619: União das freguesias de Pinheiro de Coja e Meda de Mouros,443,209,234,
,0617: Vila Nova de Poiares,6803,3195,3608,
,061701: Arrifana,1219,583,636,
,061702: Lavegadas,174,81,93,
,061703: Poiares (Santo André),4111,1917,2194,
,061704: São Miguel de Poiares,1299,614,685,
,193: Região de Leiria,286752,137668,149084,
,1002: Alvaiázere,6238,2908,3330,
,100201: Almoster,600,270,330,
,100208: Alvaiázere,1809,832,977,
,100204: Maçãs de Dona Maria,1495,699,796,
,100205: Pelmá,637,305,332,
,100209: Pussos São Pedro,1697,802,895,
,1003: Ansião,11642,5523,6119,
,100301: Alvorge,1051,492,559,
,100309: Ansião,3524,1676,1848,
,100303: Avelar,1929,902,1027,
,100304: Chão de Couce,1684,795,889,
,100306: Pousaflores,802,371,431,
,100307: Santiago da Guarda,2652,1287,1365,
,1004: Batalha,15557,7533,8024,
,100401: Batalha,8818,4323,4495,
,100404: Golpilheira,1447,701,746,
,100402: Reguengo do Fetal,1907,884,1023,
,100403: São Mamede,3385,1625,1760,
,1007: Castanheira de Pêra,2645,1247,1398,
,100703: União das freguesias de Castanheira de Pêra e Coentral,2645,1247,1398,
,1008: Figueiró dos Vinhos,5281,2504,2777,
,100801: Aguda,909,438,471,
,100802: Arega,721,344,377,
,100803: Campelo,191,95,96,
,100806: União das freguesias de Figueiró dos Vinhos e Bairradas,3460,1627,1833,
,1009: Leiria,128603,61858,66745,
,100901: Amor,4578,2246,2332,
,100902: Arrabal,2610,1264,1346,
,100925: Bajouca,1895,967,928,
,100926: Bidoeira de Cima,2236,1106,1130,
,100907: Caranguejeira,4331,2119,2212,
,100909: Coimbrão,1726,844,882,
,100913: Maceira,9141,4497,4644,
,100915: Milagres,2829,1398,1431,
,100921: Regueira de Pontes,2174,1063,1111,
,100932: União das freguesias de Colmeias e Memória,3746,1780,1966,
,"100933: União das freguesias de Leiria, Pousos, Barreira e Cortes",34644,16388,18256,
,100934: União das freguesias de Marrazes e Barosa,26225,12345,13880,
,100935: União das freguesias de Monte Real e Carvide,5542,2668,2874,
,100936: União das freguesias de Monte Redondo e Carreira,5182,2527,2655,
,100937: União das freguesias de Parceiros e Azoia,7535,3714,3821,
,100938: União das freguesias de Santa Catarina da Serra e Chainça,4572,2258,2314,
,100939: União das freguesias de Santa Eufémia e Boa Vista,4058,1976,2082,
,100940: União das freguesias de Souto da Carpalhosa e Ortigosa,5579,2698,2881,
,1010: Marinha Grande,39024,18841,20183,
,101001: Marinha Grande,32322,15605,16717,
,101003: Moita,1296,629,667,
,101002: Vieira de Leiria,5406,2607,2799,
,1013: Pedrógão Grande,3390,1611,1779,
,101301: Graça,598,287,311,
,101302: Pedrógão Grande,2256,1057,1199,
,101303: Vila Facaia,536,267,269,
,1015: Pombal,51170,24371,26799,
,101501: Abiul,2236,977,1259,
,101503: Almagreira,2774,1311,1463,
,101504: Carnide,1622,792,830,
,101505: Carriço,3330,1621,1709,
,101506: Louriçal,4203,2000,2203,
,101515: Meirinhas,1649,798,851,
,101508: Pelariga,2012,951,1061,
,101509: Pombal,16884,8032,8852,
,101510: Redinha,1869,883,986,
,"101518: União das freguesias de Guia, Ilha e Mata Mourisca",6039,2960,3079,
,101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze,4715,2230,2485,
,101513: Vermoil,2436,1178,1258,
,101514: Vila Cã,1401,638,763,
,1016: Porto de Mós,23202,11272,11930,
,101602: Alqueidão da Serra,1549,769,780,
,101605: Calvaria de Cima,2477,1210,1267,
,101606: Juncal,3197,1528,1669,
,101608: Mira de Aire,3482,1659,1823,
,101609: Pedreiras,2548,1231,1317,
,101614: Porto de Mós - São João Baptista e São Pedro,6001,2947,3054,
,101610: São Bento,751,354,397,
,101613: Serro Ventoso,892,449,443,
,101615: União das freguesias de Alvados e Alcaria,731,335,396,
,101616: União das freguesias de Arrimal e Mendiga,1574,790,784,
,194: Viseu Dão Lafões,252777,119411,133366,
,0901: Aguiar da Beira,5231,2456,2775,
,090102: Carapito,423,212,211,
,090103: Cortiçada,314,156,158,
,090105: Dornelas,666,311,355,
,090106: Eirado,181,78,103,
,090107: Forninhos,208,100,108,
,090109: Pena Verde,715,324,391,
,090110: Pinheiro,231,109,122,
,090114: União das freguesias de Aguiar da Beira e Coruche,1785,833,952,
,090115: União das freguesias de Sequeiros e Gradiz,345,162,183,
,090116: União das freguesias de Souto de Aguiar da Beira e Valverde,363,171,192,
,1802: Carregal do Sal,9038,4234,4804,
,180201: Beijós,814,402,412,
,180202: Cabanas de Viriato,1457,647,810,
,180208: Carregal do Sal,3225,1532,1693,
,180204: Oliveira do Conde,2798,1308,1490,
,180206: Parada,744,345,399,
,1803: Castro Daire,13736,6536,7200,
,180301: Almofala,222,108,114,
,180303: Cabril,335,155,180,
,180304: Castro Daire,4557,2152,2405,
,180305: Cujó,245,115,130,
,180309: Gosende,368,169,199,
,180312: Mões,1691,810,881,
,180313: Moledo,1049,490,559,
,180314: Monteiras,404,199,205,
,180317: Pepim,245,119,126,
,180319: Pinheiro,669,321,348,
,180322: São Joaninho,348,166,182,
,"180323: União das freguesias de Mamouros, Alva e Ribolhos",1188,560,628,
,180324: União das freguesias de Mezio e Moura Morta,532,265,267,
,180325: União das freguesias de Parada de Ester e Ester,744,365,379,
,180326: União das freguesias de Picão e Ermida,415,194,221,
,180327: União das freguesias de Reriz e Gafanhão,724,348,376,
,1806: Mangualde,18303,8736,9567,
,180601: Abrunhosa-a-Velha,440,208,232,
,180602: Alcafache,811,383,428,
,180605: Cunha Baixa,801,379,422,
,180606: Espinho,951,477,474,
,180607: Fornos de Maceira Dão,1308,629,679,
,180608: Freixiosa,234,105,129,
,180614: Quintela de Azurara,506,235,271,
,180616: São João da Fresta,169,75,94,
,"180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta",9858,4707,5151,
,180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato,727,350,377,
,180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães,1218,577,641,
,"180622: União das freguesias de Tavares (Chãs, Várzea e Travanca)",1280,611,669,
,1809: Nelas,13119,6198,6921,
,180901: Canas de Senhorim,3334,1584,1750,
,180908: Lapa do Lobo,682,299,383,
,180903: Nelas,4634,2223,2411,
,180905: Senhorim,1019,457,562,
,180910: União das freguesias de Carvalhal Redondo e Aguieira,1371,649,722,
,180911: União das freguesias de Santar e Moreira,1411,664,747,
,180906: Vilar Seco,668,322,346,
,1810: Oliveira de Frades,9506,4561,4945,
,181002: Arcozelo das Maias,1223,572,651,
,181005: Pinheiro,1115,547,568,
,181007: Ribeiradio,859,403,456,
,181008: São João da Serra,409,190,219,
,181009: São Vicente de Lafões,748,353,395,
,181013: União das freguesias de Arca e Varzielas,559,289,270,
,181014: União das freguesias de Destriz e Reigoso,587,266,321,
,"181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães",4006,1941,2065,
,1811: Penalva do Castelo,7333,3507,3826,
,181102: Castelo de Penalva,812,385,427,
,181103: Esmolfe,382,184,198,
,181104: Germil,436,215,221,
,181105: Ínsua,2046,968,1078,
,181106: Lusinde,190,96,94,
,181109: Pindo,1716,836,880,
,181110: Real,244,116,128,
,181111: Sezures,606,295,311,
,181112: Trancozelos,247,108,139,
,181114: União das freguesias de Antas e Matela,403,185,218,
,181115: União das freguesias de Vila Cova do Covelo/Mareco,251,119,132,
,1814: Santa Comba Dão,10641,5023,5618,
,181403: Pinheiro de Ázere,830,386,444,
,181405: São Joaninho,1014,466,548,
,181406: São João de Areias,1721,831,890,
,181410: União das freguesias de Ovoa e Vimieiro,1480,703,777,
,181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro,4407,2067,2340,
,181412: União das freguesias de Treixedo e Nagozela,1189,570,619,
,1816: São Pedro do Sul,15137,7146,7991,
,181602: Bordonhos,508,259,249,
,181606: Figueiredo de Alva,721,351,370,
,181607: Manhouce,466,207,259,
,181608: Pindelo dos Milagres,571,261,310,
,181609: Pinho,654,307,347,
,181612: São Félix,365,175,190,
,181615: Serrazes,890,412,478,
,181616: Sul,878,417,461,
,181620: União das freguesias de Carvalhais e Candal,1413,696,717,
,181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões,1384,657,727,
,181622: União das freguesias de São Martinho das Moitas e Covas do Rio,258,116,142,
,"181623: União das freguesias de São Pedro do Sul, Várzea e Baiões",5497,2574,2923,
,181617: Valadares,660,296,364,
,181619: Vila Maior,872,418,454,
,1817: Sátão,11030,5215,5815,
,181702: Avelal,489,211,278,
,181704: Ferreira de Aves,1823,871,952,
,181706: Mioma,1164,569,595,
,181707: Rio de Moinhos,789,364,425,
,181709: São Miguel de Vila Boa,1226,602,624,
,181710: Sátão,3825,1766,2059,
,181711: Silvã de Cima,425,224,201,
,181713: União das freguesias de Águas Boas e Forles,227,107,120,
,"181714: União das freguesias de Romãs, Decermilo e Vila Longa",1062,501,561,
,1821: Tondela,25910,12247,13663,
,182102: Campo de Besteiros,1318,622,696,
,182103: Canas de Santa Maria,1607,773,834,
,182105: Castelões,1414,659,755,
,182106: Dardavaz,703,342,361,
,182107: Ferreirós do Dão,355,168,187,
,182108: Guardão,1228,562,666,
,182109: Lajeosa do Dão,1537,737,800,
,182110: Lobão da Beira,1002,474,528,
,182111: Molelos,2225,1048,1177,
,182116: Parada de Gonta,619,290,329,
,182118: Santiago de Besteiros,1144,540,604,
,182122: Tonda,893,422,471,
,182127: União das freguesias de Barreiro de Besteiros e Tourigo,1200,569,631,
,182128: União das freguesias de Caparrosa e Silvares,819,387,432,
,182129: União das freguesias de Mouraz e Vila Nova da Rainha,1293,608,685,
,182130: União das freguesias de São João do Monte e Mosteirinho,780,386,394,
,182131: União das freguesias de São Miguel do Outeiro e Sabugosa,1214,579,635,
,182132: União das freguesias de Tondela e Nandufe,5214,2451,2763,
,182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas,1345,630,715,
,1822: Vila Nova de Paiva,4662,2235,2427,
,182203: Pendilhe,493,241,252,
,182204: Queiriga,523,247,276,
,182205: Touro,819,390,429,
,"182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas",1887,908,979,
,182206: Vila Cova à Coelheira,940,449,491,
,1823: Viseu,99551,46802,52749,
,182301: Abraveses,8350,3971,4379,
,182304: Bodiosa,2840,1362,1478,
,182305: Calde,1271,599,672,
,182306: Campo,4802,2318,2484,
,182307: Cavernães,1335,630,705,
,182310: Cota,796,364,432,
,182337: Coutos de Viseu,1500,712,788,
,182315: Fragosela,2528,1213,1315,
,182338: Freguesia de Fail e Vila Chã de Sá,2512,1232,1280,
,182316: Lordosa,1642,731,911,
,182318: Mundão,2410,1191,1219,
,182319: Orgens,3662,1772,1890,
,182320: Povolide,1583,748,835,
,182321: Ranhados,5891,2749,3142,
,182339: Repeses e São Salvador,6751,3198,3553,
,182322: Ribafeita,1079,501,578,
,182323: Rio de Loba,9009,4390,4619,
,182325: Santos Evos,1474,679,795,
,182340: São Cipriano e Vil de Souto,1699,800,899,
,182327: São João de Lourosa,4690,2265,2425,
,182329: São Pedro de France,1217,579,638,
,182317: Silgueiros,2960,1372,1588,
,182335: União das freguesias de Barreiros e Cepões,1394,660,734,
,"182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita",2356,1095,1261,
,182341: Viseu,25800,11671,14129,
,1824: Vouzela,9580,4515,5065,
,182401: Alcofra,910,434,476,
,182403: Campia,1434,678,756,
,182407: Fornelo do Monte,256,122,134,
,182409: Queirã,1227,578,649,
,182410: São Miguel do Mato,808,380,428,
,182413: União das freguesias de Cambra e Carvalhal de Vermilhas,1362,660,702,
,182414: União das freguesias de Fataunços e Figueiredo das Donas,988,470,518,
,182415: União das freguesias de Vouzela e Paços de Vilharigues,1918,885,1033,
,182411: Ventosa,677,308,369,
,195: Beira Baixa,98799,47069,51730,
,0502: Castelo Branco,52272,24703,27569,
,050201: Alcains,4615,2222,2393,
,050202: Almaceda,511,240,271,
,050203: Benquerenças,637,304,333,
,050205: Castelo Branco,34455,16242,18213,
,050211: Lardosa,888,410,478,
,050212: Louriçal do Campo,557,272,285,
,050214: Malpica do Tejo,381,193,188,
,050216: Monforte da Beira,320,157,163,
,050220: Salgueiro do Campo,775,343,432,
,050221: Santo André das Tojeiras,588,283,305,
,050222: São Vicente da Beira,961,470,491,
,050223: Sarzedas,1017,477,540,
,050225: Tinalhas,513,245,268,
,050226: União das freguesias de Cebolais de Cima e Retaxo,1609,743,866,
,050227: União das freguesias de Escalos de Baixo e Mata,1038,492,546,
,050228: União das freguesias de Escalos de Cima e Lousa,1256,597,659,
,050229: União das freguesias de Freixial e Juncal do Campo,668,311,357,
,050230: União das freguesias de Ninho do Açor e Sobral do Campo,622,296,326,
,050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede,861,406,455,
,0505: Idanha-a-Nova,8355,3998,4357,
,050502: Aldeia de Santa Margarida,201,105,96,
,050505: Ladoeiro,1053,500,553,
,050506: Medelim,230,107,123,
,050509: Oledo,284,138,146,
,050510: Penha Garcia,551,268,283,
,050511: Proença-a-Velha,190,91,99,
,050512: Rosmaninhal,437,220,217,
,050514: São Miguel de Acha,514,252,262,
,050516: Toulões,226,105,121,
,050518: União das freguesias de Idanha-a-Nova e Alcafozes,2388,1133,1255,
,050519: União das freguesias de Monfortinho e Salvaterra do Extremo,508,235,273,
,050520: União das freguesias de Monsanto e Idanha-a-Velha,766,359,407,
,050521: União das freguesias de Zebreira e Segura,1007,485,522,
,0506: Oleiros,4904,2333,2571,
,050601: Álvaro,226,103,123,
,050603: Cambas,254,122,132,
,050613: Estreito-Vilar Barroco,834,400,434,
,050605: Isna,151,74,77,
,050606: Madeirã,154,74,80,
,050607: Mosteiro,260,121,139,
,050614: Oleiros-Amieira,2080,994,1086,
,050609: Orvalho,638,292,346,
,050610: Sarnadas de São Simão,167,79,88,
,050611: Sobral,140,74,66,
,0507: Penamacor,4768,2349,2419,
,050704: Aranhas,320,168,152,
,050706: Benquerença,463,229,234,
,050707: Meimão,238,122,116,
,050708: Meimoa,307,145,162,
,050710: Penamacor,1444,698,746,
,050711: Salvador,320,163,157,
,"050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires",882,439,443,
,050714: União das freguesias de Pedrógão de São Pedro e Bemposta,572,287,285,
,050712: Vale da Senhora da Póvoa,222,98,124,
,0508: Proença-a-Nova,7167,3469,3698,
,050802: Montes da Senhora,625,293,332,
,050805: São Pedro do Esteval,406,203,203,
,050807: União das freguesias de Proença-a-Nova e Peral,4498,2178,2320,
,050808: União das freguesias de Sobreira Formosa e Alvito da Beira,1638,795,843,
,0509: Sertã,14769,7114,7655,
,050901: Cabeçudo,907,465,442,
,050902: Carvalhal,491,227,264,
,050903: Castelo,946,458,488,
,050911: Pedrógão Pequeno,706,337,369,
,050912: Sertã,6039,2899,3140,
,050913: Troviscal,693,343,350,
,"050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais",3364,1621,1743,
,050916: União das freguesias de Cumeada e Marmeleiro,658,303,355,
,050917: União das freguesias de Ermida e Figueiredo,338,156,182,
,050914: Várzea dos Cavaleiros,627,305,322,
,0510: Vila de Rei,3279,1538,1741,
,051001: Fundada,552,266,286,
,051002: São João do Peso,132,51,81,
,051003: Vila de Rei,2595,1221,1374,
,0511: Vila Velha de Ródão,3285,1565,1720,
,051101: Fratel,500,230,270,
,051102: Perais,438,224,214,
,051103: Sarnadas de Ródão,592,286,306,
,051104: Vila Velha de Ródão,1755,825,930,
,196: Beiras e Serra da Estrela,210602,100002,110600,
,0902: Almeida,5887,2748,3139,
,090203: Almeida,1145,536,609,
,090207: Castelo Bom,172,72,100,
,090209: Freineda,188,83,105,
,090210: Freixo,167,77,90,
,090213: Malhada Sorda,254,104,150,
,090219: Nave de Haver,295,132,163,
,090224: São Pedro de Rio Seco,154,74,80,
,"090230: União das freguesias de Amoreira, Parada e Cabreira",307,151,156,
,"090231: União das freguesias de Azinhal, Peva e Valverde",261,117,144,
,"090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela",208,90,118,
,090233: União das freguesias de Junça e Naves,171,87,84,
,"090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova",153,67,86,
,090235: União das freguesias de Malpartida e Vale de Coelha,181,86,95,
,090236: União das freguesias de Miuzela e Porto de Ovelha,280,144,136,
,090227: Vale da Mula,160,75,85,
,090229: Vilar Formoso,1791,853,938,
,0501: Belmonte,6205,2962,3243,
,050102: Caria,1744,850,894,
,050104: Inguias,606,307,299,
,050105: Maçainhas,312,149,163,
,050106: União das freguesias de Belmonte e Colmeal da Torre,3543,1656,1887,
,0903: Celorico da Beira,6583,3118,3465,
,090302: Baraçal,194,93,101,
,090304: Carrapichana,180,81,99,
,090322: Casas do Soeiro,468,232,236,
,090306: Forno Telheiro,597,287,310,
,090307: Lajeosa do Mondego,627,303,324,
,090308: Linhares,213,100,113,
,090309: Maçal do Chão,143,75,68,
,090310: Mesquitela,203,97,106,
,090311: Minhocal,142,70,72,
,090312: Prados,146,66,80,
,090314: Ratoeira,245,109,136,
,090323: União das freguesias de Açores e Velosa,426,202,224,
,090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego,2067,969,1098,
,"090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais",362,171,191,
,090326: União das freguesias de Rapa e Cadafaz,242,115,127,
,090318: Vale de Azares,328,148,180,
,0503: Covilhã,46455,22081,24374,
,050302: Aldeia de São Francisco de Assis,489,224,265,
,050305: Boidobra,3167,1562,1605,
,050308: Cortes do Meio,746,355,391,
,050309: Dominguizo,1018,508,510,
,050310: Erada,575,293,282,
,050311: Ferro,1554,751,803,
,050312: Orjais,663,326,337,
,050314: Paul,1363,642,721,
,050315: Peraboa,817,364,453,
,050318: São Jorge da Beira,504,241,263,
,050322: Sobral de São Miguel,294,137,157,
,050324: Tortosendo,5216,2520,2696,
,050325: Unhais da Serra,1048,490,558,
,050332: União das freguesias de Barco e Coutada,723,331,392,
,050333: União das freguesias de Cantar-Galo e Vila do Carvalho,3212,1546,1666,
,050334: União das freguesias de Casegas e Ourondo,598,262,336,
,050335: União das freguesias de Covilhã e Canhoso,18220,8532,9688,
,050336: União das freguesias de Peso e Vales do Rio,1256,599,657,
,050337: União das freguesias de Teixoso e Sarzedo,3876,1854,2022,
,050338: União das freguesias de Vale Formoso e Aldeia do Souto,616,284,332,
,050327: Verdelhos,500,260,240,
,0904: Figueira de Castelo Rodrigo,5148,2454,2694,
,090403: Castelo Rodrigo,468,230,238,
,090406: Escalhão,566,270,296,
,090408: Figueira de Castelo Rodrigo,1952,935,1017,
,090410: Mata de Lobos,287,132,155,
,"090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo",431,200,231,
,090419: União das freguesias de Almofala e Escarigo,180,73,107,
,090420: União das freguesias de Cinco Vilas e Reigada,321,155,166,
,"090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia",387,190,197,
,090422: União das freguesias do Colmeal e Vilar Torpim,196,100,96,
,090415: Vermiosa,360,169,191,
,0905: Fornos de Algodres,4403,2039,2364,
,090501: Algodres,290,133,157,
,090502: Casal Vasco,218,91,127,
,090504: Figueiró da Granja,344,169,175,
,090505: Fornos de Algodres,1433,647,786,
,090507: Infias,262,128,134,
,090509: Maceira,245,119,126,
,090510: Matança,215,93,122,
,090511: Muxagata,223,113,110,
,090512: Queiriz,227,105,122,
,090517: União das freguesias de Cortiçô e Vila Chã,166,74,92,
,"090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão",553,253,300,
,090519: União das freguesias de Sobral Pichorro e Fuinhas,227,114,113,
,0504: Fundão,26503,12741,13762,
,050401: Alcaide,583,288,295,
,050402: Alcaria,1101,538,563,
,050403: Alcongosta,416,199,217,
,050406: Alpedrinha,930,447,483,
,050408: Barroca,378,185,193,
,050410: Bogas de Cima,328,145,183,
,050411: Capinha,411,193,218,
,050412: Castelejo,562,266,296,
,050413: Castelo Novo,353,171,182,
,050431: Enxames,437,216,221,
,050416: Fatela,456,209,247,
,050419: Lavacolhos,180,93,87,
,050420: Orca,539,266,273,
,050421: Pêro Viseu,644,310,334,
,050424: Silvares,968,478,490,
,050425: Soalheira,852,410,442,
,050426: Souto da Casa,746,340,406,
,050427: Telhado,579,284,295,
,050432: Três Povos,740,345,395,
,"050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo",12639,6107,6532,
,050433: União das freguesias de Janeiro de Cima e Bogas de Baixo,425,197,228,
,050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo,1039,490,549,
,050436: União das freguesias de Vale de Prazeres e Mata da Rainha,1197,564,633,
,0906: Gouveia,12222,5705,6517,
,090602: Arcozelo,570,252,318,
,090603: Cativelos,610,282,328,
,090605: Folgosinho,442,207,235,
,090625: Gouveia,3150,1428,1722,
,090612: Nespereira,661,317,344,
,090613: Paços da Serra,502,245,257,
,090614: Ribamondego,262,119,143,
,090617: São Paio,699,341,358,
,090623: União das freguesias de Aldeias e Mangualde da Serra,424,191,233,
,090624: União das freguesias de Figueiró da Serra e Freixo da Serra,377,162,215,
,090626: União das freguesias de Melo e Nabais,800,401,399,
,090627: União das freguesias de Moimenta da Serra e Vinhó,1071,512,559,
,090628: União das freguesias de Rio Torto e Lagarinhos,745,341,404,
,090619: Vila Cortês da Serra,202,102,100,
,090620: Vila Franca da Serra,238,111,127,
,090621: Vila Nova de Tazem,1469,694,775,
,0907: Guarda,40117,19118,20999,
,090766: Adão,258,126,132,
,090703: Aldeia do Bispo,198,89,109,
,090704: Aldeia Viçosa,267,121,146,
,090705: Alvendre,186,92,94,
,090706: Arrifana,555,277,278,
,090708: Avelãs da Ribeira,142,63,79,
,090709: Benespera,281,135,146,
,090711: Casal de Cinza,483,242,241,
,090712: Castanheira,298,144,154,
,090713: Cavadoude,243,123,120,
,090714: Codesseiro,160,74,86,
,090716: Faia,180,78,102,
,090717: Famalicão,458,214,244,
,090718: Fernão Joanes,186,79,107,
,090757: Gonçalo,960,452,508,
,090721: Gonçalo Bocas,204,103,101,
,090758: Guarda,26441,12549,13892,
,090759: Jarmelo São Miguel,276,128,148,
,090760: Jarmelo São Pedro,276,141,135,
,090722: João Antão,126,60,66,
,090723: Maçainhas,977,479,498,
,090724: Marmeleiro,297,146,151,
,090725: Meios,150,81,69,
,090728: Panoias de Cima,568,289,279,
,090729: Pega,121,53,68,
,090730: Pêra do Moço,793,384,409,
,090732: Porto da Carne,338,156,182,
,090734: Ramela,181,96,85,
,090738: Santana da Azinha,528,231,297,
,090744: Sobral da Serra,213,105,108,
,090761: União de freguesias de Avelãs de Ambom e Rocamondo,154,73,81,
,090762: União de freguesias de Corujeira e Trinta,408,199,209,
,"090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro",200,95,105,
,090764: União de freguesias de Pousade e Albardo,214,99,115,
,090765: União de freguesias de Rochoso e Monte Margarida,211,84,127,
,090746: Vale de Estrela,355,168,187,
,090747: Valhelhas,303,152,151,
,090748: Vela,423,188,235,
,090749: Videmonte,388,182,206,
,090750: Vila Cortês do Mondego,283,133,150,
,090751: Vila Fernando,396,220,176,
,090752: Vila Franca do Deão,134,70,64,
,090753: Vila Garcia,304,145,159,
,0908: Manteigas,2909,1355,1554,
,090802: Manteigas (Santa Maria),1253,599,654,
,090803: Manteigas (São Pedro),1174,531,643,
,090801: Sameiro,274,131,143,
,090804: Vale de Amoreira,208,94,114,
,0909: Mêda,4630,2199,2431,
,090901: Aveloso,184,86,98,
,090902: Barreira,165,81,84,
,090905: Coriscada,177,88,89,
,090907: Longroiva,218,96,122,
,090908: Marialva,177,87,90,
,"090917: Mêda, Outeiro de Gatos e Fonte Longa",2399,1141,1258,
,090912: Poço do Canto,330,158,172,
,090918: Prova e Casteição,271,126,145,
,090914: Rabaçal,220,107,113,
,090915: Ranhados,234,115,119,
,"090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela",255,114,141,
,0910: Pinhel,8092,3879,4213,
,091028: Agregação das freguesias Sul de Pinhel,360,179,181,
,091032: Alto do Palurdo,192,94,98,
,091029: Alverca da Beira/Bouça Cova,420,199,221,
,091009: Ervedosa,137,66,71,
,091010: Freixedas,735,336,399,
,091012: Lamegal,209,104,105,
,091013: Lameiras,200,94,106,
,091014: Manigoto,150,68,82,
,091015: Pala,415,188,227,
,091017: Pinhel,3293,1585,1708,
,091018: Pínzio,365,164,201,
,091024: Souro Pires,473,235,238,
,091030: Terras de Massueime,205,106,99,
,091035: União das freguesias de Atalaia e Safurdão,200,102,98,
,091031: Valbom/Bogalhal,192,89,103,
,091033: Vale do Côa,172,83,89,
,091034: Vale do Massueime,218,108,110,
,091027: Vascoveiro,156,79,77,
,0911: Sabugal,11280,5327,5953,
,091101: Águas Belas,167,81,86,
