Column1,Column2,Column3,Column4,Column5,Column6
,,,,,
"Statistical table extracted on February 12, 2026 (14:19:13)",,,,,
http://www.ine.pt,,,,,
,,,,,
,,,,,
,,,,,
Data reference period,Place of residence at Census date [2021] (NUTS - 2024),"Resident population (No.) by Place of residence at Census date [2021] (NUTS - 2024), Sex and Age -  Decennial",,,
,,Sex,,,
,,MF,M,F,
,,Age,,,
,,Total,,,
,,No. ,No. ,No. ,
,180507: Ferreirim,898,407,491,
,180508: Ferreiros de Avões,426,208,218,
,180509: Figueira,279,137,142,
,180510: Lalim,659,320,339,
,180525: Lamego (Almacave e Sé),12071,5654,6417,
,180511: Lazarim,407,199,208,
,180516: Penajóia,804,374,430,
,180517: Penude,1406,671,735,
,180519: Samodães,172,85,87,
,180520: Sande,811,380,431,
,"180526: União das freguesias de Bigorne, Magueija e Pretarouca",575,278,297,
,"180527: União das freguesias de Cepões, Meijinhos e Melcões",970,476,494,
,180528: União das freguesias de Parada do Bispo e Valdigem,891,442,449,
,180523: Várzea de Abrunhais,329,153,176,
,180524: Vila Nova de Souto d'El-Rei,728,333,395,
,1704: Mesão Frio,3547,1655,1892,
,170401: Barqueiros,537,247,290,
,170402: Cidadelhe,131,64,67,
,170408: Mesão Frio (Santo André),1615,738,877,
,170403: Oliveira,349,182,167,
,170407: Vila Marim,915,424,491,
,1807: Moimenta da Beira,9410,4489,4921,
,180702: Alvite,1027,493,534,
,180703: Arcozelos,608,300,308,
,180705: Baldos,151,67,84,
,180706: Cabaços,220,103,117,
,180707: Caria,406,193,213,
,180708: Castelo,196,93,103,
,180709: Leomil,1131,535,596,
,180710: Moimenta da Beira,2843,1371,1472,
,180713: Passô,287,136,151,
,180717: Sarzedo,154,73,81,
,180719: Sever,514,242,272,
,180721: União das freguesias de Paradinha e Nagosa,229,107,122,
,"180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz",389,189,200,
,180723: União das freguesias de Peva e Segões,429,205,224,
,180716: Vila da Rua,510,234,276,
,180720: Vilar,316,148,168,
,1707: Murça,5245,2531,2714,
,170701: Candedo,821,410,411,
,170703: Fiolhoso,416,185,231,
,170704: Jou,535,264,271,
,170705: Murça,1964,941,1023,
,170710: União das freguesias de Carva e Vilares,432,208,224,
,170711: União das freguesias de Noura e Palheiros,812,393,419,
,170708: Valongo de Milhais,265,130,135,
,1812: Penedono,2738,1292,1446,
,181202: Beselga,270,120,150,
,181203: Castainço,128,64,64,
,181207: Penela da Beira,321,156,165,
,181208: Póvoa de Penela,337,157,180,
,181209: Souto,288,139,149,
,181210: União das freguesias de Antas e Ourozinho,285,139,146,
,181211: União das freguesias de Penedono e Granja,1109,517,592,
,1708: Peso da Régua,14540,6833,7707,
,170802: Fontelas,630,311,319,
,170805: Loureiro,892,422,470,
,170809: Sedielos,729,325,404,
,170813: União das freguesias de Galafura e Covelinhas,705,330,375,
,170814: União das freguesias de Moura Morta e Vinhós,750,369,381,
,170815: União das freguesias de Peso da Régua e Godim,8905,4169,4736,
,170816: União das freguesias de Poiares e Canelas,1192,555,637,
,170810: Vilarinho dos Freires,737,352,385,
,1710: Sabrosa,5548,2661,2887,
,171001: Celeirós,201,99,102,
,171002: Covas do Douro,363,187,176,
,171004: Gouvinhas,220,109,111,
,171007: Paços,676,324,352,
,171005: Parada de Pinhão,257,119,138,
,171009: Sabrosa,1130,550,580,
,171011: São Lourenço de Ribapinhão,318,148,170,
,171013: Souto Maior,439,216,223,
,171014: Torre do Pinhão,296,141,155,
,"171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro",463,208,255,
,171017: União das freguesias de São Martinho de Antas e Paradela de Guiães,948,445,503,
,171015: Vilarinho de São Romão,237,115,122,
,1711: Santa Marta de Penaguião,6100,2898,3202,
,171101: Alvações do Corgo,405,185,220,
,171102: Cumieira,1006,471,535,
,171103: Fontes,662,321,341,
,171106: Medrões,433,207,226,
,171110: Sever,581,294,287,
,171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane,2493,1172,1321,
,171112: União das freguesias de Louredo e Fornelos,520,248,272,
,1815: São João da Pesqueira,6775,3321,3454,
,181501: Castanheiro do Sul,382,192,190,
,181502: Ervedosa do Douro,1029,482,547,
,181504: Nagozelo do Douro,340,175,165,
,181505: Paredes da Beira,495,246,249,
,181507: Riodades,405,201,204,
,181509: Soutelo do Douro,372,186,186,
,181515: União das freguesias de São João da Pesqueira e Várzea de Trevões,2273,1103,1170,
,181516: União das freguesias de Trevões e Espinhosa,546,255,291,
,181517: União das freguesias de Vilarouco e Pereiros,357,181,176,
,181511: Vale de Figueira,356,185,171,
,181512: Valongo dos Azeites,220,115,105,
,1818: Sernancelhe,5692,2750,2942,
,181801: Arnas,187,91,96,
,181802: Carregal,420,180,240,
,181803: Chosendo,267,134,133,
,181804: Cunha,323,152,171,
,181806: Faia,160,78,82,
,181810: Granjal,282,143,139,
,181811: Lamosa,179,89,90,
,181814: Quintela,249,117,132,
,181818: União das freguesias de Ferreirim e Macieira,614,305,309,
,181819: União das freguesias de Fonte Arcada e Escurquela,424,205,219,
,181820: União das freguesias de Penso e Freixinho,364,176,188,
,181821: União das freguesias de Sernancelhe e Sarzeda,1755,840,915,
,181817: Vila da Ponte,468,240,228,
,1819: Tabuaço,5034,2375,2659,
,181901: Adorigo,301,145,156,
,181902: Arcos,163,78,85,
,181904: Chavães,299,142,157,
,181905: Desejosa,117,59,58,
,181906: Granja do Tedo,156,72,84,
,181908: Longa,209,106,103,
,181913: Sendim,675,318,357,
,181914: Tabuaço,1535,695,840,
,181918: União das freguesias de Barcos e Santa Leocádia,625,309,316,
,181919: União das freguesias de Paradela e Granjinha,99,48,51,
,181920: União das freguesias de Pinheiros e Vale de Figueira,239,110,129,
,181921: União das freguesias de Távora e Pereiro,362,173,189,
,181917: Valença do Douro,254,120,134,
,1820: Tarouca,7363,3527,3836,
,182004: Mondim da Beira,585,281,304,
,182005: Salzedas,651,313,338,
,182006: São João de Tarouca,460,221,239,
,182011: União das freguesias de Gouviães e Ucanha,698,335,363,
,182012: União das freguesias de Granja Nova e Vila Chã da Beira,429,202,227,
,182013: União das freguesias de Tarouca e Dálvares,4333,2065,2268,
,182009: Várzea da Serra,207,110,97,
,0409: Torre de Moncorvo,6826,3224,3602,
,040901: Açoreira,340,187,153,
,040903: Cabeça Boa,284,143,141,
,040905: Carviçais,510,232,278,
,040906: Castedo,180,91,89,
,040909: Horta da Vilariça,208,104,104,
,040910: Larinho,327,159,168,
,040911: Lousa,287,126,161,
,040913: Mós,189,93,96,
,040916: Torre de Moncorvo,2612,1219,1393,
,040918: União das freguesias de Adeganha e Cardanha,437,211,226,
,040919: União das freguesias de Felgar e Souto da Velha,860,398,462,
,040920: União das freguesias de Felgueiras e Maçores,332,151,181,
,040921: União das freguesias de Urros e Peredo dos Castelhanos,260,110,150,
,0914: Vila Nova de Foz Côa,6304,2992,3312,
,091401: Almendra,309,152,157,
,091402: Castelo Melhor,168,86,82,
,091403: Cedovim,284,136,148,
,091404: Chãs,234,106,128,
,091405: Custóias,191,94,97,
,091418: Freixo de Numão,519,241,278,
,091407: Horta,161,74,87,
,091410: Muxagata,267,123,144,
,091411: Numão,210,99,111,
,091412: Santa Comba,145,63,82,
,091414: Sebadelhe,215,99,116,
,091415: Seixas,312,151,161,
,091416: Touça,188,87,101,
,091419: Vila Nova de Foz Côa,3101,1481,1620,
,1714: Vila Real,49571,23376,26195,
,171401: Abaças,836,400,436,
,171403: Andrães,1373,659,714,
,171404: Arroios,1059,514,545,
,171406: Campeã,1226,567,659,
,171409: Folhadela,2163,1012,1151,
,171410: Guiães,384,187,197,
,171414: Lordelo,3227,1531,1696,
,171415: Mateus,3539,1669,1870,
,171416: Mondrões,948,465,483,
,171420: Parada de Cunhos,1724,805,919,
,171426: Torgueda,1234,585,649,
,171431: União das freguesias de Adoufe e Vilarinho de Samardã,2658,1289,1369,
,171432: União das freguesias de Borbela e Lamas de Olo,2890,1392,1498,
,171433: União das freguesias de Constantim e Vale de Nogueiras,1730,819,911,
,171434: União das freguesias de Mouçós e Lamares,3182,1561,1621,
,171435: União das freguesias de Nogueira e Ermida,759,352,407,
,"171436: União das freguesias de Pena, Quintã e Vila Cova",713,338,375,
,171437: União das freguesias de São Tomé do Castelo e Justes,1066,507,559,
,171429: Vila Marim,1517,716,801,
,171438: Vila Real,17343,8008,9335,
,11E: Terras de Trás-os-Montes,107272,51376,55896,
,0401: Alfândega da Fé,4324,2089,2235,
,040102: Alfândega da Fé,1937,935,1002,
,040103: Cerejais,160,71,89,
,040111: Sambade,374,178,196,
,"040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro",211,105,106,
,"040122: União das freguesias de Eucisia, Gouveia e Valverde",266,139,127,
,040123: União das freguesias de Ferradosa e Sendim da Serra,169,81,88,
,040124: União das freguesias de Gebelim e Soeima,299,143,156,
,040125: União das freguesias de Parada e Sendim da Ribeira,208,100,108,
,040126: União das freguesias de Pombal e Vales,147,72,75,
,040118: Vilar Chão,204,101,103,
,040119: Vilarelhos,217,99,118,
,040120: Vilares de Vilariça,132,65,67,
,0402: Bragança,34582,16514,18068,
,040201: Alfaião,164,84,80,
,040203: Babe,209,89,120,
,040204: Baçal,460,245,215,
,040206: Carragosa,162,76,86,
,040209: Castro de Avelãs,430,211,219,
,040210: Coelhoso,279,124,155,
,040212: Donai,419,195,224,
,040213: Espinhosela,227,118,109,
,040215: França,199,84,115,
,040216: Gimonde,358,172,186,
,040217: Gondesende,139,75,64,
,040218: Gostei,397,186,211,
,040219: Grijó de Parada,248,128,120,
,040221: Macedo do Mato,178,79,99,
,040224: Mós,175,90,85,
,040225: Nogueira,462,222,240,
,040226: Outeiro,234,110,124,
,040229: Parâmio,195,92,103,
,040230: Pinela,227,108,119,
,040232: Quintanilha,217,101,116,
,040233: Quintela de Lampaças,184,89,95,
,040234: Rabal,152,75,77,
,040236: Rebordãos,533,255,278,
,040239: Salsas,269,136,133,
,040240: Samil,1395,685,710,
,040241: Santa Comba de Rossas,276,138,138,
,040244: São Pedro de Sarracenos,380,168,212,
,040246: Sendas,150,68,82,
,040247: Serapicos,187,83,104,
,040248: Sortes,262,120,142,
,040250: União das freguesias de Aveleda e Rio de Onor,227,117,110,
,040251: União das freguesias de Castrelos e Carrazedo,214,100,114,
,"040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova",851,476,375,
,040253: União das freguesias de Parada e Faílde,539,260,279,
,040254: União das freguesias de Rebordainhos e Pombares,148,72,76,
,040255: União das freguesias de Rio Frio e Milhão,287,141,146,
,040256: União das freguesias de São Julião de Palácios e Deilão,319,159,160,
,"040257: União das freguesias de Sé, Santa Maria e Meixedo",22689,10713,11976,
,040249: Zoio,141,70,71,
,0405: Macedo de Cavaleiros,14251,6773,7478,
,040502: Amendoeira,400,195,205,
,040503: Arcas,215,108,107,
,040507: Carrapatas,153,72,81,
,040509: Chacim,227,117,110,
,040510: Cortiços,237,117,120,
,040511: Corujas,143,74,69,
,040514: Ferreira,192,93,99,
,040515: Grijó,351,171,180,
,040516: Lagoa,271,138,133,
,040517: Lamalonga,339,172,167,
,040518: Lamas,238,120,118,
,040519: Lombo,304,136,168,
,040520: Macedo de Cavaleiros,6137,2833,3304,
,040521: Morais,530,264,266,
,040523: Olmos,149,76,73,
,040524: Peredo,191,99,92,
,040526: Salselas,284,139,145,
,040528: Sezulfe,271,119,152,
,040530: Talhas,256,129,127,
,040539: União das freguesias de Ala e Vilarinho do Monte,412,199,213,
,040540: União das freguesias de Bornes e Burga,342,156,186,
,040541: União das freguesias de Castelãos e Vilar do Monte,457,199,258,
,"040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco",386,187,199,
,040543: União das freguesias de Podence e Santa Combinha,258,121,137,
,040544: União das freguesias de Talhinhas e Bagueixe,262,134,128,
,040532: Vale Benfeito,159,80,79,
,040533: Vale da Porca,239,115,124,
,040534: Vale de Prados,472,224,248,
,040536: Vilarinho de Agrochão,216,106,110,
,040538: Vinhas,160,80,80,
,0406: Miranda do Douro,6463,3133,3330,
,040604: Duas Igrejas,558,269,289,
,040605: Genísio,152,76,76,
,040607: Malhadas,275,134,141,
,040608: Miranda do Douro,2064,980,1084,
,040609: Palaçoulo,566,280,286,
,040611: Picote,230,106,124,
,040612: Póvoa,164,78,86,
,040613: São Martinho de Angueira,239,119,120,
,040618: União das freguesias de Constantim e Cicouro,153,72,81,
,040619: União das freguesias de Ifanes e Paradela,233,116,117,
,040620: União das freguesias de Sendim e Atenor,1240,606,634,
,040621: União das freguesias de Silva e Águas Vivas,330,173,157,
,040616: Vila Chã de Braciosa,259,124,135,
,0407: Mirandela,21384,10123,11261,
,040701: Abambres,338,173,165,
,040702: Abreiro,200,105,95,
,040703: Aguieiras,246,123,123,
,040704: Alvites,171,93,78,
,040708: Bouça,182,93,89,
,040709: Cabanelas,344,162,182,
,040710: Caravelas,152,77,75,
,040711: Carvalhais,1229,582,647,
,040712: Cedães,270,125,145,
,040713: Cobro,154,72,82,
,040714: Fradizela,185,92,93,
,040716: Frechas,732,344,388,
,040718: Lamas de Orelhão,320,151,169,
,040720: Mascarenhas,422,196,226,
,040721: Mirandela,11397,5328,6069,
,040722: Múrias,244,119,125,
,040724: Passos,333,162,171,
,040727: São Pedro Velho,281,136,145,
,040728: São Salvador,200,99,101,
,040729: Suçães,507,246,261,
,040730: Torre de Dona Chama,919,437,482,
,040738: União das freguesias de Avantos e Romeu,341,152,189,
,"040739: União das freguesias de Avidagos, Navalho e Pereira",446,199,247,
,"040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa",320,149,171,
,040741: União das freguesias de Franco e Vila Boa,263,132,131,
,040742: União das freguesias de Freixeda e Vila Verde,137,70,67,
,040731: Vale de Asnes,210,108,102,
,040732: Vale de Gouvinhas,234,112,122,
,040733: Vale de Salgueiro,344,166,178,
,040734: Vale de Telhas,263,120,143,
,0408: Mogadouro,8301,4011,4290,
,040801: Azinhoso,241,119,122,
,040802: Bemposta,497,249,248,
,040803: Bruçó,166,79,87,
,040804: Brunhoso,212,106,106,
,040807: Castelo Branco,330,155,175,
,040808: Castro Vicente,265,132,133,
,040809: Meirinhos,250,122,128,
,040811: Paradela,127,59,68,
,040812: Penas Roias,278,134,144,
,040813: Peredo da Bemposta,185,90,95,
,040815: Saldanha,133,60,73,
,040817: São Martinho do Peso,255,135,120,
,040819: Tó,136,67,69,
,040820: Travanca,119,57,62,
,"040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane",216,109,107,
,"040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei",3603,1703,1900,
,040831: União das freguesias de Remondes e Soutelo,285,135,150,
,040832: União das freguesias de Vilarinho dos Galegos e Ventozelo,357,169,188,
,040821: Urrós,250,121,129,
,040822: Vale da Madre,165,87,78,
,040826: Vila de Ala,231,123,108,
,0410: Vila Flor,6050,2920,3130,
,041002: Benlhevai,235,116,119,
,041005: Freixiel,527,258,269,
,041009: Roios,148,74,74,
,041010: Samões,338,176,162,
,041011: Sampaio,137,73,64,
,041012: Santa Comba de Vilariça,360,179,181,
,041013: Seixo de Manhoses,404,191,213,
,041014: Trindade,116,55,61,
,041020: União das freguesias de Assares e Lodões,214,109,105,
,041021: União das freguesias de Candoso e Carvalho de Egas,222,103,119,
,041022: União das freguesias de Valtorno e Mourão,319,145,174,
,041023: União das freguesias de Vila Flor e Nabo,2351,1112,1239,
,041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas,525,256,269,
,041015: Vale Frechoso,154,73,81,
,0411: Vimioso,4149,2011,2138,
,041103: Argozelo,560,270,290,
,041107: Carção,388,195,193,
,041108: Matela,211,101,110,
,041109: Pinelo,220,99,121,
,041110: Santulhão,330,158,172,
,"041115: União das freguesias de Algoso, Campo de Víboras e Uva",490,232,258,
,041116: União das freguesias de Caçarelhos e Angueira,296,157,139,
,041117: União das freguesias de Vale de Frades e Avelanoso,293,147,146,
,041113: Vilar Seco,116,56,60,
,041114: Vimioso,1245,596,649,
,0412: Vinhais,7768,3802,3966,
,041201: Agrochão,220,104,116,
,041203: Candedo,289,136,153,
,041204: Celas,189,99,90,
,041206: Edral,170,83,87,
,041207: Edrosa,139,67,72,
,041208: Ervedosa,331,149,182,
,041215: Paçó,154,82,72,
,041216: Penhas Juntas,260,134,126,
,041219: Rebordelo,605,291,314,
,041221: Santalha,188,88,100,
,041226: Tuizelo,296,145,151,
,041236: União das freguesias de Curopos e Vale de Janeiro,245,125,120,
,041237: União das freguesias de Moimenta e Montouto,219,116,103,
,041238: União das freguesias de Nunes e Ousilhão,197,93,104,
,041239: União das freguesias de Quirás e Pinheiro Novo,203,102,101,
,041240: União das freguesias de Sobreiro de Baixo e Alvaredos,275,135,140,
,"041241: União das freguesias de Soeira, Fresulfe e Mofreita",157,81,76,
,041242: União das freguesias de Travanca e Santa Cruz,146,73,73,
,041243: União das freguesias de Vilar de Lomba e São Jomil,207,103,104,
,041227: Vale das Fontes,262,126,136,
,041229: Vila Boa de Ousilhão,138,69,69,
,041230: Vila Verde,151,76,75,
,041232: Vilar de Ossos,222,114,108,
,041233: Vilar de Peregrinos,134,73,61,
,041234: Vilar Seco de Lomba,186,87,99,
,041235: Vinhais,2185,1051,1134,
,19: Centro,1653195,785938,867257,
,191: Região de Aveiro,367403,175800,191603,
,0101: Águeda,46119,22125,23994,
,010103: Aguada de Cima,3893,1856,2037,
,010109: Fermentelos,3028,1461,1567,
,010112: Macinhata do Vouga,3210,1570,1640,
,010121: União das freguesias de Águeda e Borralha,13705,6552,7153,
,010122: União das freguesias de Barrô e Aguada de Baixo,3088,1475,1613,
,"010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão",1415,667,748,
,010124: União das freguesias de Recardães e Espinhel,5755,2757,2998,
,010125: União das freguesias de Travassô e Óis da Ribeira,2203,1055,1148,
,"010126: União das freguesias de Trofa, Segadães e Lamas do Vouga",4482,2139,2343,
,010127: União das freguesias do Préstimo e Macieira de Alcoba,703,324,379,
,010119: Valongo do Vouga,4637,2269,2368,
,0102: Albergaria-a-Velha,24840,12069,12771,
,010209: Albergaria-a-Velha e Valmaior,11058,5338,5720,
,010202: Alquerubim,2233,1096,1137,
,010203: Angeja,1875,891,984,
,010204: Branca,5427,2657,2770,
,010206: Ribeira de Fráguas,1494,745,749,
,010210: São João de Loure e Frossos,2753,1342,1411,
,0103: Anadia,27532,13151,14381,
,010304: Avelãs de Caminho,1294,645,649,
,010305: Avelãs de Cima,1953,969,984,
,010307: Moita,2206,1067,1139,
,010309: Sangalhos,3835,1807,2028,
,010310: São Lourenço do Bairro,2288,1099,1189,
,"010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",2429,1166,1263,
,010317: União das freguesias de Arcos e Mogofores,6239,2922,3317,
,"010318: União das freguesias de Tamengos, Aguim e Óis do Bairro",3252,1543,1709,
,010312: Vila Nova de Monsarros,1545,740,805,
,010313: Vilarinho do Bairro,2491,1193,1298,
,0105: Aveiro,80954,38442,42512,
,010501: Aradas,10087,4796,5291,
,010502: Cacia,6830,3334,3496,
,010515: Eixo e Eirol,6190,3015,3175,
,010505: Esgueira,13505,6385,7120,
,010508: Oliveirinha,4675,2225,2450,
,"010516: Requeixo, Nossa Senhora de Fátima e Nariz",4383,2129,2254,
,010513: Santa Joana,8026,3852,4174,
,010510: São Bernardo,5273,2543,2730,
,010511: São Jacinto,758,383,375,
,010517: União das freguesias de Glória e Vera Cruz,21227,9780,11447,
,0108: Estarreja,26213,12690,13523,
,010801: Avanca,5732,2781,2951,
,010805: Pardilhó,4232,2092,2140,
,010806: Salreu,3673,1741,1932,
,010808: União das freguesias de Beduído e Veiros,9903,4750,5153,
,010809: União das freguesias de Canelas e Fermelã,2673,1326,1347,
,0110: Ílhavo,39235,18635,20600,
,011005: Gafanha da Encarnação,5318,2550,2768,
,011006: Gafanha da Nazaré,15551,7425,8126,
,011007: Gafanha do Carmo,1691,820,871,
,011008: Ílhavo (São Salvador),16675,7840,8835,
,0112: Murtosa,10476,5047,5429,
,011201: Bunheiro,2497,1209,1288,
,011202: Monte,1568,746,822,
,011203: Murtosa,3503,1679,1824,
,011204: Torreira,2908,1413,1495,
,0114: Oliveira do Bairro,23132,10973,12159,
,011403: Oiã,7862,3726,4136,
,011404: Oliveira do Bairro,6385,3032,3353,
,011405: Palhaça,2664,1268,1396,
,"011407: União das freguesias de Bustos, Troviscal e Mamarrosa",6221,2947,3274,
,0115: Ovar,54953,26331,28622,
,011502: Cortegaça,3746,1840,1906,
,011503: Esmoriz,11922,5784,6138,
,011504: Maceda,3380,1630,1750,
,"011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",29431,13968,15463,
,011507: Válega,6474,3109,3365,
,0117: Sever do Vouga,11063,5347,5716,
,011702: Couto de Esteves,712,338,374,
,011704: Pessegueiro do Vouga,1715,846,869,
,011705: Rocas do Vouga,1508,731,777,
,011706: Sever do Vouga,2715,1280,1435,
,011708: Talhadas,1126,571,555,
,011710: União das freguesias de Cedrim e Paradela,1355,642,713,
,011711: União das freguesias de Silva Escura e Dornelas,1932,939,993,
,0118: Vagos,22886,10990,11896,
,011801: Calvão,2186,1108,1078,
,011804: Gafanha da Boa Hora,2848,1371,1477,
,011805: Ouca,1750,850,900,
,011810: Santo André de Vagos,2046,960,1086,
,011807: Sosa,2817,1359,1458,
,011812: União das freguesias de Fonte de Angeão e Covão do Lobo,2016,947,1069,
,011813: União das freguesias de Ponte de Vagos e Santa Catarina,2883,1390,1493,
,011814: União das freguesias de Vagos e Santo António,6340,3005,3335,
,192: Região de Coimbra,436862,205988,230874,
,0601: Arganil,11065,5290,5775,
,060102: Arganil,3827,1817,2010,
,060104: Benfeita,413,192,221,
,060105: Celavisa,142,73,69,
,060109: Folques,342,166,176,
,060111: Piódão,120,62,58,
,060112: Pomares,431,227,204,
,060113: Pombeiro da Beira,903,436,467,
,060114: São Martinho da Cortiça,1188,556,632,
,060115: Sarzedo,636,308,328,
,060116: Secarias,395,189,206,
,060119: União das freguesias de Cepos e Teixeira,198,96,102,
,060120: União das freguesias de Cerdeira e Moura da Serra,372,166,206,
,060121: União das freguesias de Côja e Barril de Alva,1563,730,833,
,060122: União das freguesias de Vila Cova de Alva e Anseriz,535,272,263,
,0602: Cantanhede,34212,16148,18064,
,060201: Ançã,2451,1179,1272,
,060203: Cadima,2644,1285,1359,
,060205: Cordinhã,974,467,507,
,060207: Febres,3036,1394,1642,
,060208: Murtede,1288,624,664,
,060209: Ourentã,1126,534,592,
,060218: Sanguinheira,1753,820,933,
,060215: São Caetano,724,351,373,
,060214: Tocha,3707,1769,1938,
,060220: União das freguesias de Cantanhede e Pocariça,8831,4143,4688,
,060221: União das freguesias de Covões e Camarneira,2754,1265,1489,
,060222: União das freguesias de Portunhos e Outil,1850,860,990,
,060223: União das freguesias de Sepins e Bolho,1711,825,886,
,060224: União das freguesias de Vilamar e Corticeiro de Cima,1363,632,731,
,0603: Coimbra,140816,65451,75365,
,060301: Almalaguês,2853,1320,1533,
,060309: Brasfemes,1932,926,1006,
,060311: Ceira,3244,1543,1701,
,060312: Cernache,3962,1843,2119,
,060318: Santo António dos Olivais,41150,18649,22501,
,060320: São João do Campo,1825,863,962,
,060324: São Silvestre,2794,1356,1438,
,060329: Torres do Mondego,2034,944,1090,
,060332: União das freguesias de Antuzede e Vil de Matos,2842,1392,1450,
,060333: União das freguesias de Assafarge e Antanhol,4993,2441,2552,
,"060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",13880,6471,7409,
,060335: União das freguesias de Eiras e São Paulo de Frades,17574,8153,9421,
,060336: União das freguesias de Santa Clara e Castelo Viegas,11858,5527,6331,
,060337: União das freguesias de São Martinho de Árvore e Lamarosa,2716,1275,1441,
,060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades,15315,7083,8232,
,060339: União das freguesias de Souselas e Botão,4188,1986,2202,
,"060340: União das freguesias de Taveiro, Ameal e Arzila",3997,1900,2097,
,060341: União das freguesias de Trouxemil e Torre de Vilela,3659,1779,1880,
,0604: Condeixa-a-Nova,16732,7814,8918,
,060401: Anobra,1249,600,649,
,060406: Ega,2583,1228,1355,
,060407: Furadouro,183,85,98,
,060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova,8741,3972,4769,
,060412: União das freguesias de Sebal e Belide,2731,1333,1398,
,060413: União das freguesias de Vila Seca e Bem da Fé,896,426,470,
,060410: Zambujal,349,170,179,
,0605: Figueira da Foz,58951,27883,31068,
,060519: Alhadas,4108,1961,2147,
,060502: Alqueidão,1485,723,762,
,060515: Bom Sucesso,1832,862,970,
,060520: Buarcos e São Julião,18386,8387,9999,
,060521: Ferreira-a-Nova,2117,1012,1105,
,060522: Lavos,3587,1717,1870,
,060507: Maiorca,2298,1138,1160,
,060508: Marinha das Ondas,3188,1627,1561,
,060518: Moinhos da Gândara,1098,514,584,
,060523: Paião,2768,1297,1471,
,060524: Quiaios,2775,1336,1439,
,060514: São Pedro,2588,1204,1384,
,060512: Tavarede,10051,4812,5239,
,060513: Vila Verde,2670,1293,1377,
,0606: Góis,3811,1768,2043,
,060601: Alvares,686,309,377,
,060604: Góis,1874,880,994,
,060606: União das freguesias de Cadafaz e Colmeal,320,139,181,
,060605: Vila Nova do Ceira,931,440,491,
,0607: Lousã,17006,8196,8810,
,060706: Gândaras,1111,559,552,
,060704: Serpins,1711,837,874,
,060707: União das freguesias de Foz de Arouce e Casal de Ermio,1263,609,654,
,060708: União das freguesias de Lousã e Vilarinho,12921,6191,6730,
,0111: Mealhada,19348,9255,10093,
,011102: Barcouço,2090,1006,1084,
,011103: Casal Comba,3073,1465,1608,
,011104: Luso,2276,1104,1172,
,011106: Pampilhosa,3858,1857,2001,
,"011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes",6373,3003,3370,
,011107: Vacariça,1678,820,858,
,0608: Mira,12113,5756,6357,
,060803: Carapelhos,656,325,331,
,060801: Mira,6958,3274,3684,
,060804: Praia de Mira,3246,1575,1671,
,060802: Seixo,1253,582,671,
,0609: Miranda do Corvo,12002,5756,6246,
,060901: Lamas,771,361,410,
,060902: Miranda do Corvo,7102,3396,3706,
,060906: União das freguesias de Semide e Rio Vide,3337,1600,1737,
,060905: Vila Nova,792,399,393,
,0610: Montemor-o-Velho,24571,11797,12774,
,061002: Arazede,4976,2425,2551,
,061003: Carapinheira,2613,1223,1390,
,061014: Ereira,575,286,289,
,061005: Liceia,1051,501,550,
,061006: Meãs do Campo,1703,820,883,
,061008: Pereira,3501,1676,1825,
,061009: Santo Varão,1916,923,993,
,061010: Seixo de Gatões,1344,642,702,
,061011: Tentúgal,2046,1024,1022,
,"061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca",1345,608,737,
,061016: União das freguesias de Montemor-o-Velho e Gatões,3501,1669,1832,
,1808: Mortágua,8963,4259,4704,
,180802: Cercosa,284,135,149,
,180804: Espinho,984,468,516,
,180805: Marmeleira,489,216,273,
,180807: Pala,859,420,439,
,180808: Sobral,2189,1048,1141,
,180809: Trezói,343,161,182,
,"180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça",3815,1811,2004,
,0611: Oliveira do Hospital,19413,9300,10113,
,061101: Aldeia das Dez,474,206,268,
,061102: Alvoco das Várzeas,314,139,175,
,061103: Avô,473,226,247,
,061104: Bobadela,704,340,364,
,061106: Lagares,1382,663,719,
,061109: Lourosa,559,289,270,
,061110: Meruge,490,229,261,
,061111: Nogueira do Cravo,2168,1045,1123,
,061115: São Gião,341,160,181,
,061118: Seixo da Beira,1369,655,714,
,061119: Travanca de Lagos,1124,560,564,
